[0, 20.0851, 47.643, 30.9143, 0, 0, 0, 0, 0, 0, 0, 51.8433, 49.5727, 91.2842, 40.0244, 90.6897, 23.3314, 63.253, 0, 0, 0, 83.4839, 0, 0, 17.0001, 47.7629, 85.7642, 0, 0, 82.0487, 0, 28.6066, 68.7569, 0, 31.4624, 0, 72.3425, 0, 61.6631, 0, 83.6848, 0, 31.2029, 40.9404, 0, 91.252, 0, 0, 0.2127, 27.5378, 0, 0, 0, 0, 76.0646, 88.4378, 0, 0, 0, 67.7902, 35.886, 57.861, 17.2782, 76.673, 83.635, 80.7794, 61.1161, 71.0153, 0, 2.3297, 42.6654, 15.5127, 34.4502, 0, 0, 17.2526, 26.8793, 36.2734, 26.4387, 0, 41.1757, 0, 71.9839, 77.6736, 11.0974, 34.5644, 16.1889, 45.7745, 56.7314, 66.1212, 86.303, 0, 24.5467, 34.4238, 12.8939, 0, 0, 37.9387, 0, 74.8956, 6.3135, 77.6529, 56.7451, 74.7928, 0, 0, 21.8797, 0, 6.5444, 0, 25.7826, 54.638, 0, 0, 28.4613, 0, 87.6676, 23.4303, 76.458, 74.2576, 0, 79.0413, 73.2696, 0, 17.9622]
[59.9074, 49.9684, 0, 79.1424, 2.6044, 60.6344, 0, 0, 59.359, 0, 51.8433, 0, 61.3315, 19.5878, 0, 0, 26.2614, 0, 56.5488, 0, 0, 92.9031, 91.2948, 74.1667, 4.6247, 95.363, 0, 40.5285, 0, 0, 0, 0, 0, 27.3702, 0, 61.2673, 15.9328, 80.7584, 0, 0, 68.6812, 90.478, 0, 44.6191, 0, 69.3686, 36.7849, 0, 0, 18.5649, 0, 0, 75.7612, 7.6235, 0, 62.7309, 0, 45.2421, 0, 66.5338, 0, 85.6284, 41.7463, 0, 0, 0, 42.334, 96.0108, 30.7417, 41.7821, 0, 72.8869, 0, 33.7436, 33.2568, 14.3178, 51.8342, 0, 0, 0, 70.8115, 0, 28.6334, 44.6531, 0, 2.3491, 6.2955, 87.1717, 0, 0, 0, 0, 48.1884, 49.447, 0, 82.3168, 0, 0, 0, 0, 87.1415, 13.0362, 0, 0, 0, 38.2749, 55.1179, 0, 0, 0, 47.3806, 0, 21.9132, 0, 46.8671, 13.7266, 79.3242, 0, 36.2591, 49.7608, 11.83, 4.8496, 44.3709, 73.3419, 0]
[0, 7.1199, 66.2968, 0, 45.2261, 49.5785, 0, 0, 0, 13.9956, 49.5727, 61.3315, 0, 78.147, 0, 0, 19.6233, 80.7245, 0, 40.8214, 10.0782, 28.86, 40.1398, 0, 0, 0, 32.8442, 89.4045, 26.8052, 0, 79.9779, 56.0216, 0, 81.6342, 77.3595, 0, 99.5817, 60.3838, 0, 0, 69.8496, 58.0763, 38.6875, 64.1277, 87.9978, 0, 0, 94.7957, 45.3336, 0, 86.908, 20.1235, 4.756, 0, 0, 0, 30.9449, 65.4695, 41.8717, 16.6985, 96.4515, 0, 36.5973, 59.7482, 11.6856, 0.8712, 25.6243, 45.0839, 0, 0, 80.1224, 8.6971, 0, 41.076, 0, 91.5548, 0, 21.127, 0, 0, 31.7794, 78.2371, 0, 75.9127, 24.1986, 0, 91.5249, 10.6509, 0, 29.9754, 0, 0, 0, 0, 2.8634, 85.2673, 97.2698, 45.2787, 0, 0, 0, 0, 69.0907, 0, 48.6236, 41.5247, 0, 70.3439, 0, 0, 0, 0, 0, 0, 95.3881, 18.4876, 33.3017, 8.8297, 0, 79.3003, 0, 66.4858, 35.5308, 0, 0]
[0, 0, 26.3961, 64.7498, 0, 0, 7.4184, 19.7944, 89.1061, 0, 91.2842, 19.5878, 78.147, 0, 68.7806, 0, 0, 5.3758, 0, 56.9466, 62.6898, 86.2812, 0, 0, 97.7904, 0, 84.8555, 45.452, 85.577, 0, 67.1626, 0, 0, 7.4372, 0, 80.3925, 62.3211, 0, 27.3412, 0, 0, 64.5811, 13.3473, 2.9489, 0, 91.4951, 40.7142, 69.2736, 0, 0, 0, 0, 12.0286, 3.9513, 67.5341, 12.6096, 0, 7.6497, 0, 56.7208, 0, 15.5726, 12.5359, 18.5488, 12.8489, 97.2647, 0, 0, 0, 0, 12.2305, 14.2155, 61.7901, 85.3349, 64.7797, 0, 0, 50.2007, 57.2229, 56.7933, 31.1668, 0, 0, 3.8626, 89.9534, 2.4444, 0, 48.3791, 0, 0, 79.9934, 0, 0, 0, 0, 4.3008, 95.7376, 44.6714, 31.8158, 0, 90.6965, 12.1748, 17.5766, 69.5421, 44.89, 53.7815, 40.2592, 0, 0, 49.0529, 59.486, 10.13, 0, 42.2629, 19.2178, 0, 0.5113, 44.0819, 0, 11.8074, 0, 0, 32.3605, 0, 0]
[0, 0, 84.647, 0, 55.1094, 3.7887, 0, 39.8875, 0, 54.6556, 40.0244, 0, 0, 68.7806, 0, 0, 0, 83.1797, 73.0248, 0, 0, 0, 49.6635, 14.6281, 0, 49.5188, 0, 0, 0, 45.686, 0, 28.0078, 0, 0, 41.3072, 35.4788, 38.3564, 2.7265, 0, 76.7319, 22.1805, 48.1028, 0, 2.0021, 0, 33.443, 77.1867, 0, 0, 12.7792, 0, 11.7251, 0, 22.0255, 0, 67.2648, 0, 0, 0, 0, 35.2675, 87.7099, 0, 0, 30.5327, 37.3761, 66.5379, 0, 0, 0, 27.7485, 0, 0, 44.3288, 0, 82.2215, 0, 0, 0, 0, 65.4858, 7.8723, 0, 59.9238, 49.8459, 32.8643, 0, 95.5798, 0, 55.9239, 69.2506, 35.1321, 0, 0, 0, 0, 87.2812, 61.1902, 69.6058, 48.7802, 0, 68.4606, 65.2028, 51.0519, 0, 83.9871, 85.55, 93.6565, 37.069, 92.5243, 75.8486, 0, 27.7785, 0, 44.7505, 79.927, 85.5719, 62.6637, 56.6182, 0.6734, 89.3523, 20.2743, 80.7628, 5.2275, 66.7367]
[69.1989, 86.7021, 0, 0, 0, 0, 49.4516, 23.8061, 0, 48.3826, 90.6897, 0, 0, 0, 0, 0, 0, 0, 69.6859, 0, 21.5972, 59.2732, 97.4862, 84.1944, 0, 0, 8.044, 4.9319, 0, 51.8471, 0, 82.4284, 32.206, 0, 83.1493, 0, 92.1271, 45.881, 23.9079, 0, 4.5773, 4.0448, 0, 0, 0, 92.7784, 0, 0, 0, 54.2868, 85.5917, 0, 12.1465, 10.8988, 62.7105, 31.6157, 0, 0, 0.4595, 24.6383, 0, 0, 80.7119, 0, 0, 70.0615, 0, 0, 0, 0, 58.7142, 68.2558, 19.4487, 88.8809, 0, 0, 0, 69.297, 60.328, 0, 29.132, 3.9193, 0, 0, 0, 0, 62.4268, 18.0951, 18.8849, 0, 34.0733, 0, 25.3557, 49.9482, 0, 83.7934, 66.8735, 99.2324, 0, 66.2836, 99.9219, 57.0418, 0, 0, 0, 0, 0, 0, 1.6045, 40.7669, 0, 60.2215, 29.1169, 98.7693, 0, 0, 34.4306, 65.1814, 77.2875, 0, 69.7221, 0, 85.8141, 3.0701, 0]
[0, 11.809, 0, 0, 48.7079, 57.1861, 91.5574, 29.0191, 0, 0, 23.3314, 26.2614, 19.6233, 0, 0, 0, 0, 17.7065, 0, 7.8335, 0, 24.5994, 0, 60.2321, 34.8947, 36.7983, 94.4249, 2.9115, 59.9783, 88.6524, 25.4792, 89.1932, 0, 0, 51.4435, 0, 57.8232, 96.4696, 0, 0, 0, 35.5296, 0, 37.3096, 0, 93.533, 40.4248, 41.6135, 12.2869, 99.3957, 0, 49.1364, 0, 0, 0, 53.0892, 0, 95.9456, 76.0404, 37.0197, 0, 41.7834, 88.8979, 2.8482, 32.0904, 0, 5.0293, 27.6455, 80.8936, 46.36, 0, 0, 93.1213, 33.0385, 20.7657, 0, 97.1475, 0, 0, 60.2002, 45.5792, 0, 99.4564, 0, 91.3614, 81.3247, 0, 0, 0, 0, 38.5536, 0, 4.2906, 0, 37.3643, 0.8963, 37.8012, 8.9306, 78.1316, 62.6177, 92.4596, 46.7235, 0, 0, 41.7323, 66.931, 26.2323, 60.1252, 0, 54.8406, 6.5109, 0, 94.7208, 18.8754, 0, 0, 0, 48.2064, 0, 20.5415, 58.4014, 0, 0, 57.243, 58.4929]
[0, 97.07, 54.4535, 81.8481, 0, 9.5003, 96.0134, 0, 25.5095, 0, 63.253, 0, 80.7245, 5.3758, 83.1797, 0, 17.7065, 0, 0, 31.0259, 44.5802, 0, 25.9183, 94.4015, 17.3597, 49.5335, 0, 0, 90.6044, 63.4563, 0, 16.1277, 0, 0, 0, 0, 0, 87.7712, 0, 50.4931, 0, 26.0453, 75.4921, 0, 73.5746, 0, 0, 0, 0, 23.7989, 0, 24.2264, 95.4596, 0, 46.1981, 0, 35.0599, 0, 65.6695, 0, 0, 0, 42.3261, 0, 0, 46.4198, 22.0197, 43.1774, 12.3859, 0, 78.6429, 0, 0, 60.077, 0, 57.6322, 0, 78.3339, 0, 0, 65.1688, 0, 69.4636, 0, 0, 54.6301, 78.1728, 27.3848, 74.1336, 36.8405, 86.3043, 21.9971, 0, 89.3578, 56.0977, 0, 0, 21.0736, 0, 0, 0, 0, 89.3403, 30.7502, 21.7493, 0, 97.3374, 0, 0, 0, 87.3703, 41.1952, 3.2509, 17.0919, 17.7652, 0, 85.7509, 22.9964, 17.1771, 63.346, 8.0032, 92.288, 0, 40.0202, 63.0356]
[0.3066, 47.6831, 0, 0, 0, 0, 0, 8.9846, 0, 9.3874, 0, 56.5488, 0, 0, 73.0248, 69.6859, 0, 0, 0, 0, 0, 38.6929, 59.2979, 0, 0, 0, 0, 0, 37.6411, 41.0748, 0, 8.1063, 0, 78.0042, 0, 76.5881, 44.2569, 0.3169, 12.3925, 94.1789, 0, 0, 0, 0, 20.51, 62.9668, 0, 87.5007, 0, 0, 0, 0, 81.2134, 87.5887, 57.9927, 0, 18.2461, 17.1466, 74.8309, 69.3223, 0, 27.9073, 86.486, 0, 71.7824, 0, 47.8106, 0, 50.4769, 0, 0, 0, 49.162, 0, 50.863, 0, 0, 55.3852, 63.9438, 0, 96.472, 90.2759, 41.2509, 36.3531, 0, 0, 0, 0, 0, 0, 36.6327, 32.8909, 78.8746, 32.4558, 0, 85.0736, 0, 0, 0, 0, 25.0791, 2.8398, 65.8106, 87.087, 0, 2.2572, 0, 55.6781, 73.1688, 0, 5.5369, 0, 67.7139, 89.7714, 77.1125, 47.5102, 0, 14.0527, 71.086, 0, 0, 76.0564, 0, 46.6835, 0]
[88.0736, 49.789, 62.4428, 77.7856, 60.8005, 48.8029, 70.4105, 0, 61.7133, 16.177, 0, 0, 40.8214, 56.9466, 0, 0, 7.8335, 31.0259, 0, 0, 0, 45.9468, 0, 40.3304, 27.3383, 10.9759, 0, 0, 0, 0, 0, 0, 75.6692, 87.3338, 0, 1.9905, 19.0868, 0, 0, 96.6164, 0, 98.1737, 0, 0, 0, 63.2338, 0, 0, 31.2868, 83.9543, 57.5085, 0, 0, 1.7852, 31.0706, 30.6362, 9.7703, 0, 0, 0, 8.7701, 68.9223, 0, 0, 98.377, 89.7617, 0, 39.2084, 32.9121, 0, 15.2377, 49.9092, 72.6512, 95.7506, 55.8984, 0, 68.8897, 36.1624, 85.4502, 0, 0, 24.0338, 93.0077, 0, 54.5225, 0, 0, 54.2154, 0, 86.7594, 82.4695, 0, 0, 0, 1.2703, 0, 0, 49.5795, 0, 8.9595, 61.5681, 0, 0, 74.0141, 77.4251, 0, 24.7231, 62.5168, 0, 33.1173, 9.9206, 0, 0, 49.4943, 53.13, 0, 0, 0, 11.0167, 0, 0, 0, 16.1965, 0, 97.0794]
[63.219, 0, 19.736, 19.754, 0, 0, 0, 0, 19.3223, 0, 0, 0, 10.0782, 62.6898, 0, 21.5972, 0, 44.5802, 0, 0, 0, 58.0516, 72.813, 98.9114, 0.1536, 0, 0, 91.5074, 12.4645, 0, 0, 51.9027, 7.8825, 20.5558, 69.1374, 29.9216, 44.3956, 0, 18.5695, 98.2913, 0, 96.3258, 0, 0, 45.6481, 77.1057, 0, 0, 0, 43.7597, 0, 0, 12.693, 0, 0, 85.6952, 0, 0, 0, 0, 58.1476, 0, 0, 57.1279, 88.2474, 0, 83.6945, 15.6856, 14.5393, 11.5513, 10.9145, 93.7636, 0, 67.1858, 10.5613, 32.2349, 47.1066, 89.8359, 0, 81.8813, 0, 18.4721, 83.9341, 0, 53.3081, 53.3926, 29.4247, 88.717, 72.13, 74.4715, 83.3056, 0, 0, 0, 50.9086, 70.6959, 33.4978, 0, 47.7103, 0, 0, 51.5001, 25.1978, 0, 98.8018, 0, 36.7504, 48.0933, 80.1684, 0, 0, 0, 75.996, 0, 0, 0, 3.7354, 48.2808, 49.8902, 0, 47.5425, 98.9314, 66.5016, 0, 0]
[9.7901, 82.1454, 0, 61.4669, 75.1149, 0, 88.4999, 7.7954, 0, 2.5522, 83.4839, 92.9031, 28.86, 86.2812, 0, 59.2732, 24.5994, 0, 38.6929, 45.9468, 58.0516, 0, 99.9393, 88.5322, 0, 35.4513, 99.8843, 76.1152, 54.6041, 59.0433, 26.5166, 0, 79.0702, 70.3612, 17.96, 4.9804, 0, 0, 83.3702, 0, 38.2218, 0, 92.9569, 0, 30.5045, 18.9772, 0, 0, 0, 3.7542, 82.4696, 95.4502, 91.5161, 26.9708, 0, 0, 88.9778, 0, 47.6199, 0, 0, 46.9476, 0, 82.0009, 0, 0, 38.473, 30.6116, 60.859, 0, 0, 54.7422, 98.6421, 0, 34.4848, 0, 61.3643, 64.4722, 0, 0, 13.3876, 0, 88.4293, 0, 3.9735, 0, 84.0099, 0, 67.091, 93.6301, 23.4828, 51.8676, 81.5351, 0, 0, 0, 48.9789, 1.8202, 0, 57.3788, 0, 14.8796, 0, 81.8662, 0, 0, 35.8217, 0, 0, 0, 64.3869, 0, 86.1289, 90.1802, 21.1627, 86.5531, 15.0878, 0, 92.1355, 0, 72.1465, 0, 0, 0, 78.1948]
[0, 0, 85.6023, 16.1448, 22.2969, 29.2074, 0, 28.6173, 48.0204, 16.4073, 0, 91.2948, 40.1398, 0, 49.6635, 97.4862, 0, 25.9183, 59.2979, 0, 72.813, 99.9393, 0, 19.7533, 0, 69.1191, 79.1803, 35.0904, 54.1539, 73.4264, 58.2152, 16.088, 0, 18.989, 92.395, 0, 47.3662, 0, 0, 35.0055, 53.9368, 48.6902, 0, 0, 2.1659, 0, 43.8692, 0, 15.1107, 13.533, 35.4359, 17.1818, 0, 0, 0, 0, 92.4243, 0, 80.3657, 0, 3.4634, 0, 10.7761, 91.8886, 16.6212, 30.2002, 69.0433, 19.8414, 82.9599, 0, 0, 0, 56.7393, 0, 41.1641, 0, 0, 41.1614, 21.7897, 43.9563, 0, 29.7402, 0, 0, 61.8034, 50.1006, 0, 73.0731, 0, 24.3223, 0, 2.7186, 10.1707, 0, 30.6492, 0, 0, 0, 7.4123, 0, 13.7595, 0, 0, 50.4061, 0, 0, 94.9458, 94.1106, 0, 0, 0, 0, 91.9605, 92.1702, 85.3977, 34.9553, 85.4247, 0, 0, 91.5223, 0, 19.0267, 0, 0, 17.6955]
[60.0199, 18.0049, 0, 0, 87.7633, 0, 0, 74.5435, 0, 0, 0, 74.1667, 0, 0, 14.6281, 84.1944, 60.2321, 94.4015, 0, 40.3304, 98.9114, 88.5322, 19.7533, 0, 17.3671, 0, 0, 0, 63.9301, 64.1195, 31.4843, 9.0308, 96.2581, 51.3936, 11.3711, 63.133, 19.721, 73.8713, 15.0434, 0, 97.8079, 46.0996, 0, 45.4559, 93.9971, 40.7633, 30.173, 85.2562, 63.48, 11.7831, 79.5244, 0, 0, 0, 0, 99.7678, 0, 0, 0, 0, 0, 71.7733, 0, 87.563, 0, 57.091, 0, 37.1707, 0, 58.2856, 0, 37.9152, 0, 0, 20.9329, 19.6901, 13.7176, 0, 30.8713, 2.1859, 0, 7.3854, 0, 0, 42.9745, 60.6755, 43.6995, 38.6925, 0, 9.544, 0, 0, 85.4483, 40.2147, 0, 0, 0, 59.5074, 0, 0, 70.7947, 74.6775, 0, 77.026, 93.5861, 0, 0, 10.7852, 0, 0, 4.1129, 0, 0, 0, 70.2355, 0, 80.4869, 0, 4.7541, 32.9361, 31.1113, 0, 0, 0, 0]
