[0, 40.4166, 81.761, 0, 54.2404, 0, 68.7247, 0, 0, 27.861, 0, 0, 0, 48.572, 0, 51.6488, 0, 52.3476, 35.8955, 0, 3.7889, 0, 99.5976, 90.7697, 0, 0, 0, 43.7015, 0, 43.093, 0, 2.5255, 35.7363, 14.0104, 86.243, 38.2593, 0, 90.7278, 34.9731, 59.9311, 0, 68.4753, 0, 0, 48.2932, 0, 75.8453, 0, 39.9206, 0]
[99.6712, 3.2697, 25.8795, 0, 86.3281, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 64.2293, 5.5819, 0, 60.1375, 46.2707, 0, 87.0253, 68.4555, 0, 46.1384, 60.4023, 0, 14.926, 0, 60.5388, 0, 63.8264, 40.769, 0, 34.8912, 0, 0, 34.4629, 0, 0, 0, 0, 0, 0, 0, 96.7559, 0, 70.6675, 98.479, 0]
[0, 99.8424, 0, 0, 0, 0, 48.7359, 0, 12.4752, 2.2264, 0, 0, 0, 0, 23.2816, 0, 55.914, 0, 0, 49.9685, 17.1954, 80.6708, 95.5214, 0, 59.8458, 0, 50.8817, 60.4254, 12.7208, 82.0232, 99.7521, 87.4118, 0, 0, 3.6362, 25.7962, 51.9501, 0, 47.9009, 81.0114, 0, 99.665, 67.8917, 0, 0, 5.0149, 5.6053, 0, 50.6393, 0]
[0, 0, 0, 6.1788, 38.9295, 97.6187, 0, 0, 0, 71.7433, 48.572, 0, 0, 0, 97.6615, 42.8399, 83.7033, 0, 0, 0, 19.4533, 0, 0, 0, 0, 19.2696, 63.7151, 0, 58.3191, 0, 0, 0, 74.8506, 0, 11.7088, 0, 0, 0, 0, 24.4387, 46.5273, 0, 0, 85.1433, 0, 50.6917, 0, 46.1242, 0, 0]
[22.2464, 94.9655, 37.1008, 0, 0, 54.0384, 82.3442, 0, 43.9501, 88.3934, 0, 0, 23.2816, 97.6615, 0, 55.9829, 0, 84.1526, 88.3893, 0, 0, 0, 0, 0, 0, 81.4426, 69.1047, 74.789, 0, 27.4008, 36.4356, 0, 90.185, 0, 0, 0, 33.9316, 93.7847, 40.8651, 0, 0, 0, 38.8175, 0, 61.9395, 0, 77.9279, 0, 33.8617, 0]
[0, 19.2221, 91.354, 0, 31.8444, 0, 25.6166, 81.2249, 42.8091, 66.883, 51.6488, 64.2293, 0, 42.8399, 55.9829, 0, 47.8108, 24.7822, 0, 0, 71.449, 0, 40.8208, 85.2444, 59.6509, 86.7668, 0, 0, 0, 91.9778, 6.9046, 26.5469, 0, 0, 0, 51.0007, 5.1253, 0, 0, 71.1078, 10.158, 73.8893, 95.0386, 69.9427, 99.8547, 41.2464, 0, 34.2124, 24.8724, 0]
[79.0484, 66.5192, 3.9085, 0, 0, 0, 15.5581, 0, 58.0944, 18.5231, 0, 5.5819, 55.914, 83.7033, 0, 47.8108, 0, 0, 18.2676, 95.5116, 95.673, 24.1053, 69.5082, 89.5745, 0, 0, 0, 11.9815, 85.1202, 32.798, 0, 53.017, 0, 36.2449, 0, 6.6938, 0, 0, 0, 29.958, 9.0123, 0, 0, 84.5663, 0, 0, 36.5426, 0, 0, 0]
[69.3197, 77.665, 94.8903, 0, 38.1911, 0, 0, 0, 91.5105, 0, 52.3476, 0, 0, 0, 84.1526, 24.7822, 0, 0, 0, 0, 0, 49.4121, 98.0086, 0, 21.2041, 48.0251, 41.4101, 0, 0, 97.5954, 0, 71.8697, 0, 64.4566, 0, 83.0868, 0.5826, 80.6154, 6.9592, 0, 92.7182, 0, 12.4075, 79.7475, 15.1436, 87.1288, 57.1512, 0, 80.9685, 0]
[0, 57.5241, 30.2948, 78.8502, 12.6462, 0, 0, 0, 73.2919, 66.2462, 35.8955, 60.1375, 0, 0, 88.3893, 0, 18.2676, 0, 0, 58.8917, 68.033, 0, 33.0804, 0, 0, 73.4442, 27.1957, 0, 0, 0, 0, 0, 0, 0, 0, 0, 48.0864, 0, 0, 33.9525, 26.4523, 0, 26.0834, 0, 82.2078, 0, 8.5965, 0, 32.6293, 0]
[0, 0, 34.1149, 31.69, 2.1518, 0, 0, 0, 93.5976, 0, 0, 46.2707, 49.9685, 0, 0, 0, 95.5116, 0, 58.8917, 0, 0, 59.6962, 77.4871, 0, 36.591, 6.7022, 63.4912, 23.8108, 2.3649, 58.627, 18.0809, 27.3509, 0, 0, 0, 0, 0, 97.9259, 89.6277, 3.8749, 0, 27.1868, 5.6426, 5.6733, 0, 0, 56.5546, 0, 85.6781, 0]
[95.9318, 0, 0, 65.9422, 82.9646, 48.8885, 70.8285, 0, 64.7587, 9.4972, 3.7889, 0, 17.1954, 19.4533, 0, 71.449, 95.673, 0, 68.033, 0, 0, 0, 0, 33.6672, 46.3784, 33.0292, 0, 34.1687, 0, 0, 26.5206, 0, 0, 86.5322, 0, 0, 0, 0, 51.3289, 92.9719, 26.8869, 0, 25.9089, 32.1621, 0.2898, 63.7759, 0, 77.1143, 0, 0]
[0, 5.4065, 15.0675, 45.9896, 31.8261, 81.3498, 17.0965, 92.1571, 0, 0, 0, 87.0253, 80.6708, 0, 0, 0, 24.1053, 49.4121, 0, 59.6962, 0, 0, 66.4134, 39.3709, 0, 0, 0, 0, 0, 62.5665, 0, 79.8877, 76.8268, 22.1375, 78.7294, 6.7711, 98.5187, 0, 0, 99.9435, 49.5302, 18.04, 76.767, 54.0404, 83.4041, 63.4997, 99.4042, 87.4973, 82.9407, 0]
[0, 38.9021, 58.9405, 0, 77.4537, 0, 44.8013, 11.8026, 4.2281, 61.334, 99.5976, 68.4555, 95.5214, 0, 0, 40.8208, 69.5082, 98.0086, 33.0804, 77.4871, 0, 66.4134, 0, 4.1208, 23.4515, 0, 21.8382, 81.4217, 0, 95.7743, 0, 0, 61.4231, 22.2094, 0, 1.2026, 0, 77.5984, 0, 35.1593, 0, 0, 13.0728, 83.989, 44.6282, 8.0999, 0, 80.8418, 0, 0]
[50.4307, 45.655, 50.1055, 52.6024, 35.5718, 0, 56.5948, 0, 0, 0, 90.7697, 0, 0, 0, 0, 85.2444, 89.5745, 0, 0, 0, 33.6672, 39.3709, 4.1208, 0, 0, 2.8524, 0, 87.3589, 54.6457, 0, 51.4637, 16.248, 0, 7.9611, 57.2247, 77.3321, 80.0512, 0, 72.9404, 28.1753, 80.956, 0, 28.6558, 52.5924, 0, 38.7734, 65.3015, 0, 89.155, 0]
[35.5561, 6.2156, 66.0929, 0, 0, 0, 45.4096, 11.2191, 0, 0, 0, 46.1384, 59.8458, 0, 0, 59.6509, 0, 21.2041, 0, 36.591, 46.3784, 0, 23.4515, 0, 0, 72.4554, 0, 92.5667, 27.4071, 0, 8.0871, 74.2054, 66.116, 28.7269, 57.9549, 81.6332, 0, 36.8607, 0, 23.2511, 69.4527, 32.8492, 44.0998, 64.3874, 28.1754, 0, 0, 0, 82.4767, 0]
[74.2568, 7.7753, 0, 65.0109, 18.3228, 0, 0, 29.8129, 4.1644, 0, 0, 60.4023, 0, 19.2696, 81.4426, 86.7668, 0, 48.0251, 73.4442, 6.7022, 33.0292, 0, 0, 2.8524, 72.4554, 0, 0, 0, 0, 3.9058, 4.0341, 0, 0, 0, 0, 28.7954, 0, 0, 0, 90.1274, 0, 90.0371, 0, 89.0099, 7.8898, 18.9849, 34.7131, 8.0312, 80.6691, 17.8082]
[49.0808, 9.2954, 67.7726, 54.9287, 61.2052, 0, 0, 0, 77.0032, 99.8245, 0, 0, 50.8817, 63.7151, 69.1047, 0, 0, 41.4101, 27.1957, 63.4912, 0, 0, 21.8382, 0, 0, 0, 0, 68.5622, 0, 5.8169, 5.6217, 0, 0, 45.121, 75.7441, 62.15, 28.8178, 42.5981, 0, 23.802, 0.0341, 62.2945, 89.0734, 64.0523, 0, 0, 17.572, 26.8087, 18.746, 91.123]
[48.9605, 36.3015, 57.2744, 0, 81.4627, 85.3003, 0.2187, 67.9313, 85.886, 97.5696, 43.7015, 14.926, 60.4254, 0, 74.789, 0, 11.9815, 0, 0, 23.8108, 34.1687, 0, 81.4217, 87.3589, 92.5667, 0, 68.5622, 0, 92.0837, 20.6165, 20.2051, 81.4623, 0, 29.194, 0, 0, 73.2308, 62.5998, 0, 92.7575, 49.9796, 0, 88.6203, 0, 9.9904, 0, 0, 0, 42.4024, 96.7787]
[84.1128, 91.7721, 67.5772, 3.8077, 0, 14.2453, 74.849, 0, 0, 0, 0, 0, 12.7208, 58.3191, 0, 0, 85.1202, 0, 0, 2.3649, 0, 0, 0, 54.6457, 27.4071, 0, 0, 92.0837, 0, 55.3899, 23.3539, 0, 0, 19.7787, 72.6566, 0, 0, 64.66, 0, 45.2389, 0, 90.4722, 35.6148, 0, 42.4828, 0, 89.3976, 0, 87.0911, 0]
[0, 0, 0, 84.8776, 63.542, 0, 0, 0, 40.4296, 0, 43.093, 60.5388, 82.0232, 0, 27.4008, 91.9778, 32.798, 97.5954, 0, 58.627, 0, 62.5665, 95.7743, 0, 0, 3.9058, 5.8169, 20.6165, 55.3899, 0, 77.1793, 30.9935, 59.5729, 59.6125, 0, 0, 30.7466, 91.7821, 66.8321, 0, 76.2354, 24.6201, 84.608, 0, 0, 0, 89.6352, 0, 0, 88.1081]
[51.814, 58.7116, 76.4852, 82.6778, 27.5343, 3.3526, 0, 0, 0, 74.3673, 0, 0, 99.7521, 0, 36.4356, 6.9046, 0, 0, 0, 18.0809, 26.5206, 0, 0, 51.4637, 8.0871, 4.0341, 5.6217, 20.2051, 23.3539, 77.1793, 0, 53.8795, 26.0672, 52.9049, 5.0881, 0, 0, 3.2823, 0, 0, 40.6736, 55.2959, 20.0053, 74.3717, 0, 86.3129, 93.7045, 0, 99.2687, 0]
[0, 0, 75.8843, 76.7088, 0, 0, 0, 0, 0, 0, 2.5255, 63.8264, 87.4118, 0, 0, 26.5469, 53.017, 71.8697, 0, 27.3509, 0, 79.8877, 0, 16.248, 74.2054, 0, 0, 81.4623, 0, 30.9935, 53.8795, 0, 0, 75.7962, 27.5148, 78.7189, 0, 60.7921, 0, 0, 97.0761, 84.4754, 0, 0, 0, 33.8386, 95.2382, 0, 76.4466, 0]
[53.0746, 0, 0, 0, 0, 0, 70.1262, 0, 0, 0, 35.7363, 40.769, 0, 74.8506, 90.185, 0, 0, 0, 0, 0, 0, 76.8268, 61.4231, 0, 66.116, 0, 0, 0, 0, 59.5729, 26.0672, 0, 0, 88.113, 0, 0, 92.3897, 0, 0, 93.1059, 70.6848, 26.9682, 8.402, 0, 0, 0, 58.7856, 0, 40.9473, 35.1803]
[35.3128, 0, 0, 0, 0, 47.1179, 99.3614, 28.6498, 0, 0, 14.0104, 0, 0, 0, 0, 0, 36.2449, 64.4566, 0, 0, 86.5322, 22.1375, 22.2094, 7.9611, 28.7269, 0, 45.121, 29.194, 19.7787, 59.6125, 52.9049, 75.7962, 88.113, 0, 0, 6.2017, 26.1764, 0, 0, 0, 0, 61.7394, 34.3353, 0, 36.3104, 0, 94.3771, 0, 0, 0]
[0, 0, 14.7082, 0, 12.5508, 3.3779, 86.0169, 73.4032, 59.202, 95.7343, 86.243, 34.8912, 3.6362, 11.7088, 0, 0, 0, 0, 0, 0, 0, 78.7294, 0, 57.2247, 57.9549, 0, 75.7441, 0, 72.6566, 0, 5.0881, 27.5148, 0, 0, 0, 0, 0, 0, 0, 23.2971, 0, 71.0241, 17.8895, 34.1666, 0, 0, 0, 97.7831, 24.8581, 0]
[62.421, 0, 31.8325, 53.4327, 0, 0, 10.5942, 65.5889, 32.2366, 96.9881, 38.2593, 0, 25.7962, 0, 0, 51.0007, 6.6938, 83.0868, 0, 0, 0, 6.7711, 1.2026, 77.3321, 81.6332, 28.7954, 62.15, 0, 0, 0, 0, 78.7189, 0, 6.2017, 0, 0, 19.1681, 0, 2.2041, 3.322, 30.337, 30.3558, 29.2583, 38.4559, 71.9991, 0, 96.9348, 0, 0, 0]
[5.3493, 36.3144, 71.0763, 95.7276, 90.7552, 0, 93.0017, 56.5337, 0, 26.4019, 0, 0, 51.9501, 0, 33.9316, 5.1253, 0, 0.5826, 48.0864, 0, 0, 98.5187, 0, 80.0512, 0, 0, 28.8178, 73.2308, 0, 30.7466, 0, 0, 92.3897, 26.1764, 0, 19.1681, 0, 0, 63.7418, 0, 16.6033, 35.1811, 51.0055, 30.7506, 0, 64.4368, 5.2977, 21.7534, 67.9636, 8.6139]
[0, 74.984, 6.3716, 56.9641, 0, 7.8695, 15.5507, 0, 41.1527, 40.3422, 90.7278, 34.4629, 0, 0, 93.7847, 0, 0, 80.6154, 0, 97.9259, 0, 0, 77.5984, 0, 36.8607, 0, 42.5981, 62.5998, 64.66, 91.7821, 3.2823, 60.7921, 0, 0, 0, 0, 0, 0, 0, 66.4909, 0, 0, 0, 42.1682, 18.1739, 0, 10.5543, 63.3076, 22.2903, 0]
[51.2636, 33.8521, 62.7905, 4.7957, 49.4419, 85.2111, 0, 0, 79.7641, 0, 34.9731, 0, 47.9009, 0, 40.8651, 0, 0, 6.9592, 0, 89.6277, 51.3289, 0, 0, 72.9404, 0, 0, 0, 0, 0, 66.8321, 0, 0, 0, 0, 0, 2.2041, 63.7418, 0, 0, 99.78, 0, 0, 0, 32.4297, 65.0537, 0, 0, 0, 92.9159, 14.1428]
[0.3583, 32.6017, 0, 0, 0, 27.1939, 38.7498, 0, 0, 57.6218, 59.9311, 0, 81.0114, 24.4387, 0, 71.1078, 29.958, 0, 33.9525, 3.8749, 92.9719, 99.9435, 35.1593, 28.1753, 23.2511, 90.1274, 23.802, 92.7575, 45.2389, 0, 0, 0, 93.1059, 0, 23.2971, 3.322, 0, 66.4909, 99.78, 0, 29.9402, 76.1009, 0, 18.098, 24.4975, 67.792, 9.0914, 0, 0, 0]
[65.59, 0, 97.8423, 0, 0, 57.7387, 19.8928, 0, 84.8583, 50.2469, 0, 0, 0, 46.5273, 0, 10.158, 9.0123, 92.7182, 26.4523, 0, 26.8869, 49.5302, 0, 80.956, 69.4527, 0, 0.0341, 49.9796, 0, 76.2354, 40.6736, 97.0761, 70.6848, 0, 0, 30.337, 16.6033, 0, 0, 29.9402, 0, 6.0667, 81.7926, 66.5543, 44.9518, 69.9248, 71.7475, 0, 22.4281, 41.3912]
[97.0596, 0, 94.277, 0, 12.9837, 0, 0, 2.5618, 0, 0, 68.4753, 0, 99.665, 0, 0, 73.8893, 0, 0, 0, 27.1868, 0, 18.04, 0, 0, 32.8492, 90.0371, 62.2945, 0, 90.4722, 24.6201, 55.2959, 84.4754, 26.9682, 61.7394, 71.0241, 30.3558, 35.1811, 0, 0, 76.1009, 6.0667, 0, 89.8025, 11.881, 79.7464, 93.8746, 16.0015, 0, 25.5623, 0]
[4.5222, 10.6034, 0, 59.3316, 92.0623, 66.8859, 0, 65.2481, 24.629, 0, 0, 0, 67.8917, 0, 38.8175, 95.0386, 0, 12.4075, 26.0834, 5.6426, 25.9089, 76.767, 13.0728, 28.6558, 44.0998, 0, 89.0734, 88.6203, 35.6148, 84.608, 20.0053, 0, 8.402, 34.3353, 17.8895, 29.2583, 51.0055, 0, 0, 0, 81.7926, 89.8025, 0, 0, 0, 0, 0, 58.9698, 0, 89.8475]
[97.1788, 0, 62.166, 47.375, 0, 0, 62.8705, 78.2327, 83.0092, 63.0781, 0, 0, 0, 85.1433, 0, 69.9427, 84.5663, 79.7475, 0, 5.6733, 32.1621, 54.0404, 83.989, 52.5924, 64.3874, 89.0099, 64.0523, 0, 0, 0, 74.3717, 0, 0, 0, 34.1666, 38.4559, 30.7506, 42.1682, 32.4297, 18.098, 66.5543, 11.881, 0, 0, 0, 0, 0, 0, 0, 50.2109]
[0, 0, 76.8448, 80.883, 0, 27.9455, 0, 78.1853, 36.7897, 87.2536, 48.2932, 0, 0, 0, 61.9395, 99.8547, 0, 15.1436, 82.2078, 0, 0.2898, 83.4041, 44.6282, 0, 28.1754, 7.8898, 0, 9.9904, 42.4828, 0, 0, 0, 0, 36.3104, 0, 71.9991, 0, 18.1739, 65.0537, 24.4975, 44.9518, 79.7464, 0, 0, 0, 0, 5.0551, 0, 52.0445, 38.3093]
[0, 9.1624, 0, 5.3482, 0, 0, 0, 0, 13.8617, 0, 0, 96.7559, 5.0149, 50.6917, 0, 41.2464, 0, 87.1288, 0, 0, 63.7759, 63.4997, 8.0999, 38.7734, 0, 18.9849, 0, 0, 0, 0, 86.3129, 33.8386, 0, 0, 0, 0, 64.4368, 0, 0, 67.792, 69.9248, 93.8746, 0, 0, 0, 0, 0, 43.988, 48.5273, 0]
[40.5283, 26.7626, 50.5774, 0, 23.6594, 0, 0, 16.828, 74.0694, 97.574, 75.8453, 0, 5.6053, 0, 77.9279, 0, 36.5426, 57.1512, 8.5965, 56.5546, 0, 99.4042, 0, 65.3015, 0, 34.7131, 17.572, 0, 89.3976, 89.6352, 93.7045, 95.2382, 58.7856, 94.3771, 0, 96.9348, 5.2977, 10.5543, 0, 9.0914, 71.7475, 16.0015, 0, 0, 5.0551, 0, 0, 37.2772, 0, 0]
[0, 80.5606, 0, 84.973, 0, 4.1473, 0, 1.585, 0, 65.8628, 0, 70.6675, 0, 46.1242, 0, 34.2124, 0, 0, 0, 0, 77.1143, 87.4973, 80.8418, 0, 0, 8.0312, 26.8087, 0, 0, 0, 0, 0, 0, 0, 97.7831, 0, 21.7534, 63.3076, 0, 0, 0, 0, 58.9698, 0, 0, 43.988, 37.2772, 0, 0, 57.6832]
[1.2216, 60.6329, 3.7485, 0, 29.0981, 80.2585, 3.7143, 10.8422, 34.2712, 0, 39.9206, 98.479, 50.6393, 0, 33.8617, 24.8724, 0, 80.9685, 32.6293, 85.6781, 0, 82.9407, 0, 89.155, 82.4767, 80.6691, 18.746, 42.4024, 87.0911, 0, 99.2687, 76.4466, 40.9473, 0, 24.8581, 0, 67.9636, 22.2903, 92.9159, 0, 22.4281, 25.5623, 0, 0, 52.0445, 48.5273, 0, 0, 0, 27.9396]
[83.1014, 0, 0, 49.4756, 0, 0, 0, 0, 94.9655, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17.8082, 91.123, 96.7787, 0, 88.1081, 0, 0, 35.1803, 0, 0, 0, 8.6139, 0, 14.1428, 0, 41.3912, 0, 89.8475, 50.2109, 38.3093, 0, 0, 57.6832, 27.9396, 0]
